PLT_ID,TRAIT,DATE,QUALITY,ENTRY_CODE,ENTRY_NAME,COMP,RATER,ROW,COL,PLOC_CODE,YEAR,MONTH,RATING_EVENT,RATING_EVENT_CODE,MONTH_CODE,YEAR_CODE,TEST_LOC
241,Turf Quality,4/18/18,4,37,NAI-14-132,Columbia River Seed,RMD,17,1,239,2018,Apr,RMD-2018-04-18,8,1,1,"Adelphia, NJ"
241,Turf Quality,5/10/18,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,May,RON-2018-05-10,13,6,1,"Adelphia, NJ"
241,Turf Quality,6/7/18,5,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,Jun,RON-2018-06-07,14,4,1,"Adelphia, NJ"
241,Turf Quality,7/17/18,5,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,Jul,RON-2018-07-17,15,3,1,"Adelphia, NJ"
241,Turf Quality,8/15/18,6,37,NAI-14-132,Columbia River Seed,RMD,17,1,239,2018,Aug,RMD-2018-08-15,9,2,1,"Adelphia, NJ"
241,Turf Quality,9/12/18,5,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,Sep,RON-2018-09-12,16,9,1,"Adelphia, NJ"
241,Turf Quality,10/2/18,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,Oct,RON-2018-10-02,17,8,1,"Adelphia, NJ"
241,Turf Quality,11/9/18,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2018,Nov,RON-2018-11-09,18,7,1,"Adelphia, NJ"
241,Turf Quality,4/17/19,3,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,Apr,RON-2019-04-17,19,1,2,"Adelphia, NJ"
241,Turf Quality,5/2/19,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,May,RON-2019-05-02,20,6,2,"Adelphia, NJ"
241,Turf Quality,6/13/19,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,Jun,RON-2019-06-13,21,4,2,"Adelphia, NJ"
241,Turf Quality,6/17/19,4,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2019,Jun,SAB-2019-06-17,25,4,2,"Adelphia, NJ"
241,Turf Quality,7/17/19,5,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,Jul,RON-2019-07-17,22,3,2,"Adelphia, NJ"
241,Turf Quality,8/22/19,3,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2019,Aug,SAB-2019-08-22,26,2,2,"Adelphia, NJ"
241,Turf Quality,9/16/19,4,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,Sep,RON-2019-09-16,23,9,2,"Adelphia, NJ"
241,Turf Quality,10/10/19,4,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2019,Oct,SAB-2019-10-10,27,8,2,"Adelphia, NJ"
241,Turf Quality,11/1/19,3,37,NAI-14-132,Columbia River Seed,RON,17,1,239,2019,Nov,RON-2019-11-01,24,7,2,"Adelphia, NJ"
241,Turf Quality,4/28/20,4,37,NAI-14-132,Columbia River Seed,WAM,17,1,239,2020,Apr,WAM-2020-04-28,31,1,3,"Adelphia, NJ"
241,Turf Quality,5/18/20,4,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2020,May,SAB-2020-05-18,28,6,3,"Adelphia, NJ"
241,Turf Quality,6/17/20,4,37,NAI-14-132,Columbia River Seed,WAM,17,1,239,2020,Jun,WAM-2020-06-17,32,4,3,"Adelphia, NJ"
241,Turf Quality,7/15/20,5,37,NAI-14-132,Columbia River Seed,WAM,17,1,239,2020,Jul,WAM-2020-07-15,33,3,3,"Adelphia, NJ"
241,Turf Quality,8/6/20,7,37,NAI-14-132,Columbia River Seed,PLV,17,1,239,2020,Aug,PLV-2020-08-06,5,2,3,"Adelphia, NJ"
241,Turf Quality,9/2/20,3,37,NAI-14-132,Columbia River Seed,DAS,17,1,239,2020,Sep,DAS-2020-09-02,1,9,3,"Adelphia, NJ"
241,Turf Quality,10/15/20,2,37,NAI-14-132,Columbia River Seed,WAM,17,1,239,2020,Oct,WAM-2020-10-15,34,8,3,"Adelphia, NJ"
241,Turf Quality,11/5/20,2,37,NAI-14-132,Columbia River Seed,WAM,17,1,239,2020,Nov,WAM-2020-11-05,35,7,3,"Adelphia, NJ"
241,Turf Quality,10/15/20,2,37,NAI-14-132,Columbia River Seed,RMD,17,1,239,2020,Oct,RMD-2020-10-15,10,8,3,"Adelphia, NJ"
241,Turf Quality,10/23/20,3,37,NAI-14-132,Columbia River Seed,RMD,17,1,239,2020,Oct,RMD-2020-10-23,11,8,3,"Adelphia, NJ"
241,Turf Quality,3/30/21,2,37,NAI-14-132,Columbia River Seed,RMD,17,1,239,2021,Mar,RMD-2021-03-30,12,5,4,"Adelphia, NJ"
241,Turf Quality,4/22/21,2,37,NAI-14-132,Columbia River Seed,PLV,17,1,239,2021,Apr,PLV-2021-04-22,6,1,4,"Adelphia, NJ"
241,Turf Quality,5/28/21,2,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2021,May,SAB-2021-05-28,29,6,4,"Adelphia, NJ"
241,Turf Quality,6/11/21,4,37,NAI-14-132,Columbia River Seed,JEN,17,1,239,2021,Jun,JEN-2021-06-11,2,4,4,"Adelphia, NJ"
241,Turf Quality,7/13/21,4,37,NAI-14-132,Columbia River Seed,PLV,17,1,239,2021,Jul,PLV-2021-07-13,7,3,4,"Adelphia, NJ"
241,Turf Quality,8/11/21,4,37,NAI-14-132,Columbia River Seed,JEN,17,1,239,2021,Aug,JEN-2021-08-11,3,2,4,"Adelphia, NJ"
241,Turf Quality,9/17/21,3,37,NAI-14-132,Columbia River Seed,JEN,17,1,239,2021,Sep,JEN-2021-09-17,4,9,4,"Adelphia, NJ"
241,Turf Quality,10/13/21,1,37,NAI-14-132,Columbia River Seed,SAB,17,1,239,2021,Oct,SAB-2021-10-13,30,8,4,"Adelphia, NJ"
